SIGLA UF,NOME MUNICÍPIO,DEPENDÊNCIA ADMINISTRATIVA,CARGO OU FUNÇÃO DO CURSISTA,FORMAÇÃO,SITUAÇÃO ATUAL
SC,BLUMENAU,MUNICIPAL,DIRETOR(A) DE ESCOLA,Mestrado,MATRICULADO
RJ,RIO DE JANEIRO,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
SC,SÃO BENTO DO SUL,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
TO,GUARAÍ,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
RS,ROCA SALES,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
PB,PRATA,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
SC,CRICIÚMA,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
RN,PARNAMIRIM,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
SC,SÃO JOSÉ,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
PB,PRATA,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
BA,EUNÁPOLIS,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
AL,SÃO MIGUEL DOS CAMPOS,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
PB,CAMPINA GRANDE,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
SP,MONTE AZUL PAULISTA,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
MS,CORUMBÁ,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
CE,FORTALEZA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
BA,ALAGOINHAS,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
AL,SÃO MIGUEL DOS CAMPOS,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
PR,CURITIBA,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
MA,BACABAL,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
GO,SANTO ANTONIO DO DESCOBERTO,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Mestrado,MATRICULADO
RN,GOIANINHA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
PB,MONTEIRO,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
AM,TEFÉ,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,DESISTENTE
AM,COARI,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
RJ,MACAÉ,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
ES,GUARAPARI,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
PR,ARAUCÁRIA,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
PE,IGARASSU,MUNICIPAL,DIRETOR(A) DE ESCOLA,Ensino Superior,MATRICULADO
PE,OLINDA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Mestrado,DESISTENTE
